,id,studentID,task_id,query,score,content
421,527,2017011419,10, 国内和香港的iphone6的售价,5,TIMESTAMP=1513237485718	USER=2017011419	TASK=10	QUERY= 国内和香港的iphone6的售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
422,528,2016211684,4, 国际航班 手提行李 液体,5,TIMESTAMP=1513237509629	USER=2016211684	TASK=4	QUERY= 国际航班 手提行李 液体	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
423,529,2018000001,7, 戒烟 有效方法,5,TIMESTAMP=1513237509846	USER=2018000001	TASK=7	QUERY= 戒烟 有效方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
424,530,2018000001,7, 戒烟 好处,5,TIMESTAMP=1513237537120	USER=2018000001	TASK=7	QUERY= 戒烟 好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
425,531,2017011419,10, 如何在香港购买iphone6,4,TIMESTAMP=1513237590257	USER=2017011419	TASK=10	QUERY= 如何在香港购买iphone6	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
426,532,2016211684,4, 国际航班 托运物品 手提物品,5,TIMESTAMP=1513237642365	USER=2016211684	TASK=4	QUERY= 国际航班 托运物品 手提物品	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
427,533,2017011419,10, 从香港购买iphone带回国内是否需要缴纳关税,3,TIMESTAMP=1513237702692	USER=2017011419	TASK=10	QUERY= 从香港购买iphone带回国内是否需要缴纳关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
428,534,2017011419,10,港版iphone是否支持国内运营商网络,5,TIMESTAMP=1513237736485	USER=2017011419	TASK=10	QUERY=港版iphone是否支持国内运营商网络	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
429,535,2016211684,10, 香港 iphone6 售价,1,TIMESTAMP=1513237997838	USER=2016211684	TASK=10	QUERY= 香港 iphone6 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
430,536,2016211684,10, iphone6 售价,5,TIMESTAMP=1513238058614	USER=2016211684	TASK=10	QUERY= iphone6 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
431,537,2016211684,10, iphone6 香港售价,1,TIMESTAMP=1513238215034	USER=2016211684	TASK=10	QUERY= iphone6 香港售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
432,538,2014310881,12, 辽宁号,3,TIMESTAMP=1513237046212	USER=2014310881	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
433,539,2016211684,10, iphone6 从香港带回内地 关税,3,TIMESTAMP=1513238317717	USER=2016211684	TASK=10	QUERY= iphone6 从香港带回内地 关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
434,540,2014310881,12, 辽宁号基本信息,1,TIMESTAMP=1513237164950	USER=2014310881	TASK=12	QUERY= 辽宁号基本信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
435,541,2016211684,10,港版iphone6 内地运营商,5,TIMESTAMP=1513238369969	USER=2016211684	TASK=10	QUERY=港版iphone6 内地运营商	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
436,542,2016211684,10,港版iphone6 联通,5,TIMESTAMP=1513238414114	USER=2016211684	TASK=10	QUERY=港版iphone6 联通	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
437,543,2018000001,4, 飞美国 行李,4,TIMESTAMP=1513238448547	USER=2018000001	TASK=4	QUERY= 飞美国 行李	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
438,544,2016211684,10,港版iphone6 电信,4,TIMESTAMP=1513238470752	USER=2016211684	TASK=10	QUERY=港版iphone6 电信	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
439,545,2018000001,4, 飞美国 行李 液体,4,TIMESTAMP=1513238596502	USER=2018000001	TASK=4	QUERY= 飞美国 行李 液体	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
440,546,2016211684,3, 死飞自行车 ,1,TIMESTAMP=1513238633895	USER=2016211684	TASK=3	QUERY= 死飞自行车 	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
441,547,2014310881,12, 辽宁号战略作用,4,TIMESTAMP=1513237489068	USER=2014310881	TASK=12	QUERY= 辽宁号战略作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
442,548,2016211684,3, 死飞自行车 淘宝,1,TIMESTAMP=1513238670396	USER=2016211684	TASK=3	QUERY= 死飞自行车 淘宝	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
443,549,2018000001,4, 飞美国 不能托运,1,TIMESTAMP=1513238709509	USER=2018000001	TASK=4	QUERY= 飞美国 不能托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
444,550,2018000001,4, 飞美国 禁止托运,1,TIMESTAMP=1513238797756	USER=2018000001	TASK=4	QUERY= 飞美国 禁止托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
445,551,2016211684,3, 死飞自行车 价格,3,TIMESTAMP=1513238809057	USER=2016211684	TASK=3	QUERY= 死飞自行车 价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
446,552,2016211684,3, 死飞自行车 清华大学附近,1,TIMESTAMP=1513238894375	USER=2016211684	TASK=3	QUERY= 死飞自行车 清华大学附近	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
447,553,2016211684,3,清华大学附近 死飞自行车,1,TIMESTAMP=1513238930736	USER=2016211684	TASK=3	QUERY=清华大学附近 死飞自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
448,554,2016211684,3,清华大学西门自行车店 死飞自行车,1,TIMESTAMP=1513238971877	USER=2016211684	TASK=3	QUERY=清华大学西门自行车店 死飞自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
449,555,2016211684,3,清华大学西门实体店 死飞自行车,1,TIMESTAMP=1513238994641	USER=2016211684	TASK=3	QUERY=清华大学西门实体店 死飞自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
450,556,2014310881,12, 辽宁号与其他国家航母比优势劣势,3,TIMESTAMP=1513237879065	USER=2014310881	TASK=12	QUERY= 辽宁号与其他国家航母比优势劣势	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
451,557,2016211684,3,死飞自行车 注意事项,4,TIMESTAMP=1513239062368	USER=2016211684	TASK=3	QUERY=死飞自行车 注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
452,558,2014310881,12, 辽宁号长度排水,3,TIMESTAMP=1513237956510	USER=2014310881	TASK=12	QUERY= 辽宁号长度排水	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
453,559,2018000001,4, 飞美国 必须随身,1,TIMESTAMP=1513239155289	USER=2018000001	TASK=4	QUERY= 飞美国 必须随身	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
454,560,2018000001,4, 飞美国 必须手提,1,TIMESTAMP=1513239201871	USER=2018000001	TASK=4	QUERY= 飞美国 必须手提	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
455,561,2018000001,4, 飞美国 必须托运,1,TIMESTAMP=1513239329960	USER=2018000001	TASK=4	QUERY= 飞美国 必须托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
456,562,2016211684,1, 10人 破冰游戏,5,TIMESTAMP=1513239470572	USER=2016211684	TASK=1	QUERY= 10人 破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
457,563,2016211684,2, 5月 北京周边游玩 7天,1,TIMESTAMP=1513239737858	USER=2016211684	TASK=2	QUERY= 5月 北京周边游玩 7天	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
458,564,2016211684,2,北京周边 7天,1,TIMESTAMP=1513239773405	USER=2016211684	TASK=2	QUERY=北京周边 7天	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
459,565,2016211684,2,北京周边游玩 一周,1,TIMESTAMP=1513239808746	USER=2016211684	TASK=2	QUERY=北京周边游玩 一周	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
460,566,2016211684,2,河北游玩 5月  一周,4,TIMESTAMP=1513239851135	USER=2016211684	TASK=2	QUERY=河北游玩 5月  一周	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
461,567,2014310881,4, 国际航班手提和托运行李的要求,4,TIMESTAMP=1513238682679	USER=2014310881	TASK=4	QUERY= 国际航班手提和托运行李的要求	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
462,568,2016211684,2,山东游玩 5月  一周,2,TIMESTAMP=1513239898438	USER=2016211684	TASK=2	QUERY=山东游玩 5月  一周	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
463,569,2014310881,4, 国际航班手提和托运行李的要求液体,3,TIMESTAMP=1513238731581	USER=2014310881	TASK=4	QUERY= 国际航班手提和托运行李的要求液体	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
464,570,2016211684,2,山东游玩,3,TIMESTAMP=1513239936790	USER=2016211684	TASK=2	QUERY=山东游玩	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
465,571,2016211684,2,山东 住宿 ,4,TIMESTAMP=1513239979696	USER=2016211684	TASK=2	QUERY=山东 住宿 	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
466,572,2018000001,4, 飞美国 托运须知,4,TIMESTAMP=1513239982631	USER=2018000001	TASK=4	QUERY= 飞美国 托运须知	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
467,573,2016211684,2,泰山门票,1,TIMESTAMP=1513240008450	USER=2016211684	TASK=2	QUERY=泰山门票	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
468,574,2016211684,2,山东 蚂蜂窝,4,TIMESTAMP=1513240052505	USER=2016211684	TASK=2	QUERY=山东 蚂蜂窝	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
469,575,2014310881,11, 清华大学游泳馆,1,TIMESTAMP=1513238949338	USER=2014310881	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
470,576,2016211684,2,青岛 蚂蜂窝,4,TIMESTAMP=1513240144721	USER=2016211684	TASK=2	QUERY=青岛 蚂蜂窝	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
471,577,2014310881,11, 清华大学游泳,2,TIMESTAMP=1513239038861	USER=2014310881	TASK=11	QUERY= 清华大学游泳	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
472,578,2016211684,11, 清华大学游泳馆,1,TIMESTAMP=1513240351853	USER=2016211684	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
473,579,2014310881,11,  清华大学陈明游泳馆,3,TIMESTAMP=1513239278122	USER=2014310881	TASK=11	QUERY=  清华大学陈明游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
474,580,2016211684,11, 清华大学 游泳馆,5,TIMESTAMP=1513240477910	USER=2016211684	TASK=11	QUERY= 清华大学 游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
475,581,2016211684,11, 清华大学 陈明游泳馆,5,TIMESTAMP=1513240533382	USER=2016211684	TASK=11	QUERY= 清华大学 陈明游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
476,582,2018000001,1, 10人 新员工破冰游戏,5,TIMESTAMP=1513240547434	USER=2018000001	TASK=1	QUERY= 10人 新员工破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
477,583,2014310881,3,清华附近购买死飞,1,TIMESTAMP=1513239490839	USER=2014310881	TASK=3	QUERY=清华附近购买死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
478,584,2014310881,3,死飞清华附近,1,TIMESTAMP=1513239512670	USER=2014310881	TASK=3	QUERY=死飞清华附近	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
479,585,2014310881,3,死飞购买,1,TIMESTAMP=1513239565498	USER=2014310881	TASK=3	QUERY=死飞购买	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
480,586,2014310881,3,死飞价格，注意事项,1,TIMESTAMP=1513239632503	USER=2014310881	TASK=3	QUERY=死飞价格，注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
481,587,2016211684,8, 谷歌眼镜,4,TIMESTAMP=1513240873825	USER=2016211684	TASK=8	QUERY= 谷歌眼镜	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
482,588,2016211684,8, 谷歌眼镜 功能,4,TIMESTAMP=1513240935276	USER=2016211684	TASK=8	QUERY= 谷歌眼镜 功能	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
483,589,2016211684,8, 谷歌眼镜 售价,4,TIMESTAMP=1513240993770	USER=2016211684	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
484,590,2014310881,2,北京的周边哪些地方旅行,2,TIMESTAMP=1513239894554	USER=2014310881	TASK=2	QUERY=北京的周边哪些地方旅行	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
485,591,2014310881,2,北京的周边哪些地方旅行，价格，交通,2,TIMESTAMP=1513240051417	USER=2014310881	TASK=2	QUERY=北京的周边哪些地方旅行，价格，交通	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
486,592,2016211684,7, 戒烟的好处,5,TIMESTAMP=1513241269317	USER=2016211684	TASK=7	QUERY= 戒烟的好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
487,593,2014310881,2,北京的周边旅行，交通，住宿,1,TIMESTAMP=1513240140724	USER=2014310881	TASK=2	QUERY=北京的周边旅行，交通，住宿	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
488,594,2018000001,2, 北京周边 景点,4,TIMESTAMP=1513241351641	USER=2018000001	TASK=2	QUERY= 北京周边 景点	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
489,595,2016211684,7, 戒烟的副作用,5,TIMESTAMP=1513241507568	USER=2016211684	TASK=7	QUERY= 戒烟的副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
490,596,2018000001,2,十渡 交通 住宿 娱乐,2,TIMESTAMP=1513241617628	USER=2018000001	TASK=2	QUERY=十渡 交通 住宿 娱乐	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
491,597,2016211684,7, 戒烟的有效方式,5,TIMESTAMP=1513241630033	USER=2016211684	TASK=7	QUERY= 戒烟的有效方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
492,598,2018000001,2,十渡 住宿,4,TIMESTAMP=1513241950580	USER=2018000001	TASK=2	QUERY=十渡 住宿	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
493,599,2018000001,2,十渡,5,TIMESTAMP=1513242308977	USER=2018000001	TASK=2	QUERY=十渡	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
496,602,2016012270,11, 清华大学游泳馆,1,TIMESTAMP=1513251107125	USER=2016012270	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
497,603,2016050040,8, 谷歌眼镜的功能,5,TIMESTAMP=1513251244643	USER=2016050040	TASK=8	QUERY= 谷歌眼镜的功能	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
498,604,2016012270,11, 清华大学 游泳馆,4,TIMESTAMP=1513251327327	USER=2016012270	TASK=11	QUERY= 清华大学 游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
499,605,2016050040,8, 谷歌眼镜的售价,2,TIMESTAMP=1513251397519	USER=2016050040	TASK=8	QUERY= 谷歌眼镜的售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
500,606,2016050040,8, 谷歌眼镜的使用方法,3,TIMESTAMP=1513251507195	USER=2016050040	TASK=8	QUERY= 谷歌眼镜的使用方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
501,607,2016012270,3, 清华附近 死飞,1,TIMESTAMP=1513251629914	USER=2016012270	TASK=3	QUERY= 清华附近 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
502,608,2016012270,3, 清华附近 买死飞自行车,3,TIMESTAMP=1513251720856	USER=2016012270	TASK=3	QUERY= 清华附近 买死飞自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
503,609,2016012270,3, 清华附近 自行车店 死飞,2,TIMESTAMP=1513251793352	USER=2016012270	TASK=3	QUERY= 清华附近 自行车店 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
504,610,2016012270,3, 清华 哪儿能买到死飞,2,TIMESTAMP=1513251863226	USER=2016012270	TASK=3	QUERY= 清华 哪儿能买到死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
505,611,2016012299,4, 国际航空对手提行李的限制,4,TIMESTAMP=1513251908191	USER=2016012299	TASK=4	QUERY= 国际航空对手提行李的限制	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
506,612,2016012299,4, 国际航空不能托运的,3,TIMESTAMP=1513251981783	USER=2016012299	TASK=4	QUERY= 国际航空不能托运的	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
507,613,2016012270,3, 死飞,3,TIMESTAMP=1513252107840	USER=2016012270	TASK=3	QUERY= 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
508,614,2016012299,4, 国际航空去美国不能托运的,1,TIMESTAMP=1513252234060	USER=2016012299	TASK=4	QUERY= 国际航空去美国不能托运的	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
509,615,2016012270,3, 死飞自行车价格,3,TIMESTAMP=1513252377065	USER=2016012270	TASK=3	QUERY= 死飞自行车价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
510,616,2016050040,10, iphone6内地香港价格,4,TIMESTAMP=1513252433141	USER=2016050040	TASK=10	QUERY= iphone6内地香港价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
511,617,2016012270,3, 死飞自行车 购买注意事项,3,TIMESTAMP=1513252515664	USER=2016012270	TASK=3	QUERY= 死飞自行车 购买注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
512,618,2016050040,10, iphone6香港带回关税,4,TIMESTAMP=1513252545878	USER=2016050040	TASK=10	QUERY= iphone6香港带回关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
513,619,2016050040,10,如何在香港买iphone6,5,TIMESTAMP=1513252657586	USER=2016050040	TASK=10	QUERY=如何在香港买iphone6	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
514,620,2016050040,10,内地运营商是否支持港版iphone,5,TIMESTAMP=1513252690110	USER=2016050040	TASK=10	QUERY=内地运营商是否支持港版iphone	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
515,621,2016050040,10,内地运营商是否支持港版iphone,5,TIMESTAMP=1513252691097	USER=2016050040	TASK=10	QUERY=内地运营商是否支持港版iphone	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
516,622,2016012270,3, 死飞自行车 注意事项,4,TIMESTAMP=1513252669520	USER=2016012270	TASK=3	QUERY= 死飞自行车 注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
517,623,2016012299,12, 辽宁号基本信息,3,TIMESTAMP=1513252686796	USER=2016012299	TASK=12	QUERY= 辽宁号基本信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
518,624,2016050040,10,内地运营商是否支持港版iphone6,5,TIMESTAMP=1513252750640	USER=2016050040	TASK=10	QUERY=内地运营商是否支持港版iphone6	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
519,625,2016012299,12, 辽宁号历史,4,TIMESTAMP=1513252783746	USER=2016012299	TASK=12	QUERY= 辽宁号历史	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
520,626,2016050040,1, 适合十位新员工破冰游戏,5,TIMESTAMP=1513253125590	USER=2016050040	TASK=1	QUERY= 适合十位新员工破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
521,627,2016012270,8, 谷歌眼镜,4,TIMESTAMP=1513253127140	USER=2016012270	TASK=8	QUERY= 谷歌眼镜	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
522,628,2016012299,2, 北京周边旅游花费,3,TIMESTAMP=1513253203038	USER=2016012299	TASK=2	QUERY= 北京周边旅游花费	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
523,629,2016012270,8, 谷歌眼镜 售价,3,TIMESTAMP=1513253253031	USER=2016012270	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
524,630,2016012299,2, 北京周边旅游一周,2,TIMESTAMP=1513253312264	USER=2016012299	TASK=2	QUERY= 北京周边旅游一周	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2
525,631,2016012299,2, 北京周边旅游方便,4,TIMESTAMP=1513253445343	USER=2016012299	TASK=2	QUERY= 北京周边旅游方便	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
526,632,2016012270,8, 谷歌眼镜 使用方式,4,TIMESTAMP=1513253493150	USER=2016012270	TASK=8	QUERY= 谷歌眼镜 使用方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
527,633,2016050040,2,  北京周边适合7日游攻略,1,TIMESTAMP=1513253615130	USER=2016050040	TASK=2	QUERY=  北京周边适合7日游攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
528,634,2016012299,2, 北京周边旅游桃山湖,4,TIMESTAMP=1513253585209	USER=2016012299	TASK=2	QUERY= 北京周边旅游桃山湖	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
529,635,2016050040,2,  北京周边7日游攻略,1,TIMESTAMP=1513253887757	USER=2016050040	TASK=2	QUERY=  北京周边7日游攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
530,636,2016050040,2,  北京周边在自由行攻略,1,TIMESTAMP=1513253942723	USER=2016050040	TASK=2	QUERY=  北京周边在自由行攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
531,637,2016050040,2,  北京周边在自由行攻略,1,TIMESTAMP=1513253943589	USER=2016050040	TASK=2	QUERY=  北京周边在自由行攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
532,638,2016050040,2,  北京周边在自由行7天攻略,1,TIMESTAMP=1513253983997	USER=2016050040	TASK=2	QUERY=  北京周边在自由行7天攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
533,639,2016012270,1, 破冰游戏 十人 新员工,4,TIMESTAMP=1513254030797	USER=2016012270	TASK=1	QUERY= 破冰游戏 十人 新员工	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
534,640,2016050040,2,  北京周边7天攻略,1,TIMESTAMP=1513254075684	USER=2016050040	TASK=2	QUERY=  北京周边7天攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
535,641,2016012299,1, 破冰游戏十人,3,TIMESTAMP=1513254050640	USER=2016012299	TASK=1	QUERY= 破冰游戏十人	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
536,642,2016012299,1, 破冰游戏十人适合新员工培训,5,TIMESTAMP=1513254169783	USER=2016012299	TASK=1	QUERY= 破冰游戏十人适合新员工培训	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
537,643,2016012299,7, 戒烟的好处,5,TIMESTAMP=1513254369345	USER=2016012299	TASK=7	QUERY= 戒烟的好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
538,644,2016050040,7, 戒烟的好处副作用,5,TIMESTAMP=1513254466148	USER=2016050040	TASK=7	QUERY= 戒烟的好处副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
539,645,2016012299,7, 戒烟的副作用,4,TIMESTAMP=1513254449973	USER=2016012299	TASK=7	QUERY= 戒烟的副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
540,646,2016012299,7, 戒烟的有效方法,4,TIMESTAMP=1513254499374	USER=2016012299	TASK=7	QUERY= 戒烟的有效方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
541,647,2016012270,12, 辽宁号,4,TIMESTAMP=1513254568530	USER=2016012270	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
542,648,2016050040,11, 清华大学游泳馆,1,TIMESTAMP=1513254621417	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1
543,649,2016050040,11, 清华大学游泳馆位置,5,TIMESTAMP=1513254656891	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆位置	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
544,650,2016050040,11, 清华大学游泳馆开放时间,5,TIMESTAMP=1513254707951	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆开放时间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
545,651,2016050040,11, 清华大学游泳馆开放时间,5,TIMESTAMP=1513254708375	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆开放时间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
546,652,2016012270,12, 辽宁号 基本信息,4,TIMESTAMP=1513254697274	USER=2016012270	TASK=12	QUERY= 辽宁号 基本信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
547,653,2016050040,11, 清华大学游泳馆学生票价格,5,TIMESTAMP=1513254786237	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆学生票价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5
548,654,2016012270,12, 辽宁号 武器装备,3,TIMESTAMP=1513254787296	USER=2016012270	TASK=12	QUERY= 辽宁号 武器装备	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
549,655,2016012299,10, 国内和香港iPhone6价格比较,4,TIMESTAMP=1513254788776	USER=2016012299	TASK=10	QUERY= 国内和香港iPhone6价格比较	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
550,656,2016050040,11, 清华大学游泳馆办理游泳卡价格,4,TIMESTAMP=1513254882701	USER=2016050040	TASK=11	QUERY= 清华大学游泳馆办理游泳卡价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4
551,657,2016012270,12, 辽宁号 航速,3,TIMESTAMP=1513254882361	USER=2016012270	TASK=12	QUERY= 辽宁号 航速	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
552,658,2016012299,10,港版iPhone6是否需要关税,3,TIMESTAMP=1513254932927	USER=2016012299	TASK=10	QUERY=港版iPhone6是否需要关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
553,659,2016012299,10,如何购买港版iphone6,3,TIMESTAMP=1513254984530	USER=2016012299	TASK=10	QUERY=如何购买港版iphone6	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3
