SessionID,TopicNumber,TopicProduct,TopicGoal,TaskType,Query,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick
240,10,intellectual,amorphous,exploratory,reasons to ban vending machines,3,5,18.3821,0,0,0,0,,0,,,18.3821,,18.3821,0,1
240,10,intellectual,amorphous,exploratory,school snack ban,4,3,20.9736,0,0,0,0,,0,,,20.9736,,20.9736,0,1
240,10,intellectual,amorphous,exploratory,health effects of junk food,5,5,20.7851,0,0,0,0,,0,,,20.7851,,20.7851,0,1
241,32,intellectual,amorphous,exploratory,Best United States Vacation Cities,1,5,35.7346,0,0,0,0,,0,,,35.7346,,35.7346,0,1
241,32,intellectual,amorphous,exploratory,US Vacation cities,2,3,31.5483,0,0,0,0,,0,,,31.5483,,31.5483,0,1
241,32,intellectual,amorphous,exploratory,Beach Vacation United States,3,4,18.7167,0,0,0,0,,0,,,18.7167,,18.7167,0,1
242,59,factual,amorphous,known-subject,attractions philadelphia,1,2,62.3578,0,7,0,0,8.4468,59.1276,4.285714286,9,3.2302,0,59.1276,0,0.948198942
242,59,factual,amorphous,known-subject,historic sites philadelphia,2,3,6.23,0,0,0,0,,0,,,6.23,,6.23,0,1
242,59,factual,amorphous,known-subject,historic sites philadelphia 150 miles,3,5,25.0474,0,2,0,0,6.9068,13.8136,4,5,11.2338,0,13.8136,0,0.551498359
242,59,factual,amorphous,known-subject,philadelphia zoo,4,2,27.517,0,1,0,0,19.878,19.878,1,1,7.639,0,19.878,0,0.722389795
242,59,factual,amorphous,known-subject,philadelphia historical site,5,3,20.7275,0,1,0,0,13.7432,13.7432,2,2,6.9843,0,13.7432,0,0.663041853
242,59,factual,amorphous,known-subject,philadelphia capital,6,2,9.8354,0,0,0,0,,0,,,9.8354,,9.8354,0,1
242,59,factual,amorphous,known-subject,philadelphia attraction,7,2,5.2337,0,0,0,0,,0,,,5.2337,,5.2337,0,1
242,59,factual,amorphous,known-subject,philadelphia attraction train,8,3,22.5556,0,2,0,0,8.43505,16.8701,5,8,5.6855,0,16.8701,0,0.747933994
243,29,factual,specific,known-item,bollywood,1,1,80.9329,0,3,0,0,25.74293333,77.2288,4,6,3.7041,0,77.2288,0,0.954232457
243,29,factual,specific,known-item,bollywood history,2,2,70.7656,0,3,0,0,7.426666667,22.28,4.333333333,9,48.4856,0,22.28,0,0.31484224
244,31,factual,specific,known-item,racing schedule at churchill downs,1,5,45.6302,0,1,0,0,34.2257,34.2257,4,4,11.4045,0,34.2257,0,0.750066842
244,31,factual,specific,known-item,churchill downs seating chart,2,4,27.5526,0,1,1,1,23.654,23.654,1,1,3.8986,1,23.654,1,0.858503372
244,31,factual,specific,known-item,churchill downs breeders cup,3,4,29.7303,0,1,1,1,23.6503,23.6503,2,2,6.08,1,23.6503,2,0.795494832
244,31,factual,specific,known-item,churchill downs kentucky derby museum,4,5,48.2833,0,2,1,1,22.95265,45.9053,2,3,2.378,0.5,45.9053,1,0.950749017
245,1,factual,amorphous,known-subject,traditional Swahili dish,1,3,77.7372,0,0,0,0,,0,,,77.7372,,77.7372,0,1
246,24,factual,specific,known-item,Red bull side effects,1,4,61.4199,0,2,0,2,28.09335,56.1867,1.5,2,5.2332,1,56.1867,0,0.914796345
246,24,factual,specific,known-item,Red bull bad ingredients,2,4,11.8993,0,0,0,0,,0,,,11.8993,,11.8993,0,1
246,24,factual,specific,known-item,Red bull ban,3,3,15.9521,0,0,0,0,,0,,,15.9521,,15.9521,0,1
246,24,factual,specific,known-item,Red bull health concerns,4,4,30.5321,0,1,0,0,22.9258,22.9258,1,1,7.6063,0,22.9258,0,0.750875308
247,59,factual,amorphous,known-subject,trip philadelphia,1,2,32.7331,0,1,0,0,14.9024,14.9024,,1,17.8307,0,14.9024,0,0.455270048
247,59,factual,amorphous,known-subject,trip philadelphia train,2,3,23.5765,0,0,0,0,,0,,,23.5765,,23.5765,0,1
247,59,factual,amorphous,known-subject,philadelphia  locations within 150 miles,3,5,34.5145,0,0,0,0,,0,,,34.5145,,34.5145,0,1
247,59,factual,amorphous,known-subject,philadelphia  locations,4,2,12.2643,0,0,0,0,,0,,,12.2643,,12.2643,0,1
248,6,factual,amorphous,known-subject,swahili food,1,2,55.1189,0,2,0,0,25.17385,50.3477,2.5,3,4.7712,0,50.3477,0,0.91343804
248,6,factual,amorphous,known-subject,swahili mutton,2,2,18.984,0,1,0,0,14.032,14.032,2,2,4.952,0,14.032,0,0.739148757
248,6,factual,amorphous,known-subject,swahili mishkaki,3,2,11.9707,0,0,0,0,,0,,,11.9707,,11.9707,0,1
249,29,factual,specific,known-item,Bollywood,1,1,5.8945,0,0,0,0,,0,,,5.8945,,5.8945,0,1
249,29,factual,specific,known-item,Bollywood origins,2,2,9.3994,0,0,0,0,,0,,,9.3994,,9.3994,0,1
249,29,factual,specific,known-item,history of bollywood,3,3,47.9779,0,1,0,0,39.8901,39.8901,1,1,8.0878,0,39.8901,0,0.831426553
249,29,factual,specific,known-item,bollywood awards,4,2,16.7094,0,0,0,0,,0,,,16.7094,,16.7094,0,1
250,7,intellectual,amorphous,exploratory,how russian politics sunk the kursk,1,6,67.2411,20,0,0,0,,0,,,67.2411,,67.2411,0,1
251,27,factual,specific,known-item,dehumidifier specs,1,2,16.0564,0,0,0,0,,0,,,16.0564,,16.0564,0,1
251,27,factual,specific,known-item,dehumidifier buying guide,2,3,95.5336,0,1,1,1,61.208,61.208,1,1,34.3256,1,61.208,1,0.640696048
251,27,factual,specific,known-item,dehumidifier feature,3,2,15.827,0,0,0,0,,0,,,15.827,,15.827,0,1
252,53,intellectual,specific,interpretive,403(b),1,1,117.8241,0,2,0,1,57.6934,115.3868,1.5,2,2.4373,0.5,115.3868,0,0.979314079
253,26,intellectual,amorphous,exploratory,destination vacations,1,2,54.4256,0,2,0,0,23.24815,46.4963,3,4,7.9293,0,46.4963,0,0.854309369
253,26,intellectual,amorphous,exploratory,vacation comparisons,2,2,64.3889,0,2,0,0,28.57795,57.1559,4.5,8,7.233,0,57.1559,0,0.887666974
254,26,intellectual,amorphous,exploratory,lake tahoe vacation,1,3,91.4911,0,1,0,0,22.3022,22.3022,7,7,69.1889,0,22.3022,0,0.243763601
254,26,intellectual,amorphous,exploratory,lake tahoe vacation package,2,4,40.2774,0,1,0,0,25.8357,25.8357,10,10,14.4417,0,25.8357,0,0.641444085
254,26,intellectual,amorphous,exploratory,lake tahoe hotels,3,3,39.2556,0,1,0,0,31.3231,31.3231,3,3,7.9325,0,31.3231,0,0.79792692
255,37,factual,specific,known-item,silicone roof coating,1,3,16.0157,0,1,1,1,7.5509,7.5509,3,3,8.4648,1,7.5509,3,0.471468621
256,11,intellectual,specific,interpretive,Do infants age 0-12 months experience different developmental milestones depending on culture?,1,12,50.3085,0,0,0,0,,0,,,50.3085,,50.3085,0,1
256,11,intellectual,specific,interpretive,developmental milestones of an infant,2,5,54.4038,0,0,0,0,,0,,,54.4038,,54.4038,0,1
257,12,intellectual,amorphous,exploratory,ethnic weddings,1,2,13.4193,0,0,0,0,,0,,,13.4193,,13.4193,0,1
257,12,intellectual,amorphous,exploratory,weddings in other cultures,2,4,12.8946,0,0,0,0,,0,,,12.8946,,12.8946,0,1
258,22,intellectual,specific,interpretive,gun bans,1,2,27.5275,0,0,0,0,,0,,,27.5275,,27.5275,0,1
258,22,intellectual,specific,interpretive,gun control effects,2,3,113.882,0,0,0,0,,0,,,113.882,,113.882,0,1
259,50,intellectual,specific,interpretive,Eurozone crisis GDP,1,3,38.39,0,2,0,0,15.761,31.522,3.5,4,6.868,0,31.522,0,0.821099245
259,50,intellectual,specific,interpretive,Eurozone crisis GDP public debt,2,5,117.51,0,5,0,1,21.74542,108.7271,3.4,6,8.7829,0.2,108.7271,0,0.925258276
260,4,factual,specific,known-item,quit smoking programs,1,3,54.802,0,2,0,0,24.9929,49.9858,2.5,4,4.8162,0,49.9858,0,0.912116346
260,4,factual,specific,known-item,quit smoking benefits,2,3,36.5026,0,1,0,1,32.674,32.674,2,2,3.8286,1,32.674,0,0.895114321
261,34,intellectual,specific,interpretive,"Connecticut Fire Academy,",1,3,22.2618,0,0,0,0,,0,,,22.2618,,22.2618,0,1
261,34,intellectual,specific,interpretive,Connecticut Fire Academy training,2,4,16.304,0,0,0,0,,0,,,16.304,,16.304,0,1
261,34,intellectual,specific,interpretive,fireman traing,3,2,5.8237,0,0,0,0,,0,,,5.8237,,5.8237,0,1
261,34,intellectual,specific,interpretive,fireman training,4,2,48.6443,0,0,0,0,,0,,,48.6443,,48.6443,0,1
261,34,intellectual,specific,interpretive,"Connecticut Fire Academy, training schedule",5,5,45.061,0,0,0,0,,0,,,45.061,,45.061,0,1
261,34,intellectual,specific,interpretive,quiz for fireman,6,3,6.1601,0,0,0,0,,0,,,6.1601,,6.1601,0,1
261,34,intellectual,specific,interpretive,quiz for fireman skills,7,4,6.1091,0,0,0,0,,0,,,6.1091,,6.1091,0,1
261,34,intellectual,specific,interpretive,fireman salary,8,2,8.8738,0,0,0,0,,0,,,8.8738,,8.8738,0,1
262,57,intellectual,amorphous,exploratory,Indian policies in beauty pageants,1,5,34.5179,0,0,0,0,,0,,,34.5179,,34.5179,0,1
262,57,intellectual,amorphous,exploratory,Indian beauty pageant winners,2,4,74.9955,0,0,0,0,,0,,,74.9955,,74.9955,0,1
263,19,intellectual,amorphous,exploratory,Pocono Mountain,1,2,22.0931,0,1,0,0,7.0039,7.0039,1,1,15.0892,0,7.0039,0,0.31701753
263,19,intellectual,amorphous,exploratory,Pocono Mountains,2,2,48.1923,0,1,0,0,45.71,45.71,4,4,2.4823,0,45.71,0,0.948491772
263,19,intellectual,amorphous,exploratory,directions from OKC to the pocono mountains,3,7,14.0566,0,0,0,0,,0,,,14.0566,,14.0566,0,1
263,19,intellectual,amorphous,exploratory,maps,4,1,52.6826,0,0,0,0,,0,,,52.6826,,52.6826,0,1
263,19,intellectual,amorphous,exploratory,airfare pocono mountains,5,3,14.8519,0,0,0,0,,0,,,14.8519,,14.8519,0,1
263,19,intellectual,amorphous,exploratory,hotels pocono mountains,6,3,21.2712,0,0,0,0,,0,,,21.2712,,21.2712,0,1
264,10,intellectual,amorphous,exploratory,taxing high calorie snacks,1,4,17.5455,0,0,0,0,,0,,,17.5455,,17.5455,0,1
264,10,intellectual,amorphous,exploratory,taxes on junk food,2,4,116.0223,0,3,0,3,28.99173333,86.9752,3.666666667,7,29.0471,1,86.9752,0,0.749642095
265,37,factual,specific,known-item,silicone roof coating,1,3,17.5587,0,0,0,0,,0,,,17.5587,,17.5587,0,1
265,37,factual,specific,known-item,best material for silicone roof coating,2,6,23.3265,0,0,0,0,,0,,,23.3265,,23.3265,0,1
265,37,factual,specific,known-item,silicone roof coating purpose,3,4,21.3913,0,0,0,0,,0,,,21.3913,,21.3913,0,1
265,37,factual,specific,known-item,silicone roof coating material,4,4,15.6074,0,0,0,0,,0,,,15.6074,,15.6074,0,1
265,37,factual,specific,known-item,silicone roof coating material uses,5,5,30.3729,0,0,0,0,,0,,,30.3729,,30.3729,0,1
265,37,factual,specific,known-item,silicone roof coating material solutions,6,5,16.9271,0,0,0,0,,0,,,16.9271,,16.9271,0,1
265,37,factual,specific,known-item,silicone roof coating  solutions,7,4,29.9385,0,0,0,0,,0,,,29.9385,,29.9385,0,1
266,42,intellectual,amorphous,exploratory,collagen vascular disease,1,3,12.4639,0,0,0,0,,0,,,12.4639,,12.4639,0,1
266,42,intellectual,amorphous,exploratory,collagen vascular disease wikipedia,2,4,34.4423,0,0,0,0,,0,,,34.4423,,34.4423,0,1
266,42,intellectual,amorphous,exploratory,collagen vascular disease treatment,3,4,35.0809,0,0,0,0,,0,,,35.0809,,35.0809,0,1
266,42,intellectual,amorphous,exploratory,collagen vascular disease and playing sports,4,6,35.1462,0,0,0,0,,0,,,35.1462,,35.1462,0,1
267,20,intellectual,amorphous,exploratory,HOW TO REDUCE ROOM TEMPARATURE WITH OUT AIR CONDITIONER,1,9,64.7921,0,0,0,0,,0,,,64.7921,,64.7921,0,1
268,56,factual,amorphous,known-subject,pocono mountain features,1,3,33.362,0,1,0,1,16.5814,16.5814,8,8,16.7806,1,16.5814,0,0.497014567
268,56,factual,amorphous,known-subject,pocono mountain parks,2,3,16.1418,0,0,0,0,,0,,,16.1418,,16.1418,0,1
268,56,factual,amorphous,known-subject,pocono mountain attractions,3,3,75.7281,0,2,1,1,35.66565,71.3313,4.5,7,4.3968,0.5,71.3313,7,0.94193965
268,56,factual,amorphous,known-subject,pocono mountain society,4,3,65.5894,0,2,0,1,28.17665,56.3533,3,5,9.2361,0.5,56.3533,0,0.859183039
269,56,factual,amorphous,known-subject,pocono,1,1,4.0768,0,0,0,0,,0,,,4.0768,,4.0768,0,1
269,56,factual,amorphous,known-subject,pocono mountains,2,2,7.4207,0,0,0,0,,0,,,7.4207,,7.4207,0,1
269,56,factual,amorphous,known-subject,pocono mountain range,3,3,8.9682,0,0,0,0,,0,,,8.9682,,8.9682,0,1
269,56,factual,amorphous,known-subject,pocono mountains activities,4,3,29.3853,10,2,0,0,10.37985,20.7597,,9,8.6256,0,20.7597,0,0.706465478
269,56,factual,amorphous,known-subject,pocono mountains shopping,5,3,57.7045,20,1,0,0,28.5504,28.5504,,5,29.1541,0,28.5504,0,0.494769039
270,56,factual,amorphous,known-subject,activities in the Pocono Mountains,1,5,106.6445,0,2,0,0,15.42565,30.8513,1.5,2,75.7932,0,30.8513,0,0.289291056
271,50,intellectual,specific,interpretive,Eurozone crisis,1,2,87.9441,0,3,0,0,28.56276667,85.6883,2.333333333,4,2.2558,0,85.6883,0,0.974349615
272,44,intellectual,specific,interpretive,internet phones,1,2,68.3112,0,1,0,0,64.08,64.08,5,5,4.2312,0,64.08,0,0.938059937
272,44,intellectual,specific,interpretive,how to choose an internet phone,2,6,14.9492,0,0,0,0,,0,,,14.9492,,14.9492,0,1
272,44,intellectual,specific,interpretive,good internet phone,3,3,52.4061,0,2,0,0,22.22915,44.4583,5,6,7.9478,0,44.4583,0,0.848342082
273,50,intellectual,specific,interpretive,Eurozone crisis,1,2,31.0845,0,0,0,0,,0,,,31.0845,,31.0845,0,1
273,50,intellectual,specific,interpretive,"Eurozone crisis, compare and contrast different countries",2,7,76.3199,0,0,0,0,,0,,,76.3199,,76.3199,0,1
273,50,intellectual,specific,interpretive,"Eurozone crisis, compare and contrast",3,5,46.3797,0,0,0,0,,0,,,46.3797,,46.3797,0,1
274,47,factual,specific,known-item,what are traditional swahili dishes,1,5,16.3548,0,0,0,0,,0,,,16.3548,,16.3548,0,1
274,47,factual,specific,known-item,swahili cooking,2,2,11.6765,0,0,0,0,,0,,,11.6765,,11.6765,0,1
274,47,factual,specific,known-item,images of swahili food,3,4,18.4371,0,0,0,0,,0,,,18.4371,,18.4371,0,1
274,47,factual,specific,known-item,ingredients used in swahili food,4,5,12.4137,0,0,0,0,,0,,,12.4137,,12.4137,0,1
274,47,factual,specific,known-item,swahili diet,5,2,34.36,0,1,0,0,21.2469,21.2469,1,1,13.1131,0,21.2469,0,0.618361467
274,47,factual,specific,known-item,swahili words for food,6,4,25.3691,0,1,0,0,14.0598,14.0598,3,3,11.3093,0,14.0598,0,0.554209649
275,16,factual,amorphous,known-subject,how to get fit,1,4,21.988,0,1,0,0,9.9747,9.9747,2,2,12.0133,0,9.9747,0,0.453642896
275,16,factual,amorphous,known-subject,how to get in shape,2,5,16.7792,0,1,0,0,12.2358,12.2358,1,1,4.5434,0,12.2358,0,0.729224278
275,16,factual,amorphous,known-subject,how to get in shape diet,3,6,92.8795,0,1,0,0,79.9715,79.9715,5,5,12.908,0,79.9715,0,0.86102423
275,16,factual,amorphous,known-subject,how to get in shape exercise,4,6,14.9702,0,0,0,0,,0,,,14.9702,,14.9702,0,1
276,2,factual,specific,known-item,dulles airport,1,2,13.8936,0,0,0,0,,0,,,13.8936,,13.8936,0,1
276,2,factual,specific,known-item,dulles airport parking,2,3,32.9577,0,2,0,0,11.29885,22.5977,2,3,10.36,0,22.5977,0,0.685657676
276,2,factual,specific,known-item,dulles airport shuttle,3,3,47.9711,0,0,0,0,,0,,,47.9711,,47.9711,0,1
277,41,factual,amorphous,known-subject,technology information,1,2,12.4949,0,0,0,0,,0,,,12.4949,,12.4949,0,1
277,41,factual,amorphous,known-subject,technology information success,2,3,13.744,10,0,0,0,,0,,,13.744,,13.744,0,1
277,41,factual,amorphous,known-subject,technology entrepreneur,3,2,24.7446,0,0,0,0,,0,,,24.7446,,24.7446,0,1
277,41,factual,amorphous,known-subject,IT business,4,2,60.6572,10,0,0,0,,0,,,60.6572,,60.6572,0,1
278,18,intellectual,amorphous,exploratory,Pseudocyesis,1,1,10.1006,0,0,0,0,,0,,,10.1006,,10.1006,0,1
278,18,intellectual,amorphous,exploratory,Pseudocyesis  current,2,2,9.0405,0,0,0,0,,0,,,9.0405,,9.0405,0,1
278,18,intellectual,amorphous,exploratory,Pseudocyesis  advances,3,2,43.2996,0,0,0,0,,0,,,43.2996,,43.2996,0,1
278,18,intellectual,amorphous,exploratory,Pseudocyesis  research,4,2,14.6517,0,0,0,0,,0,,,14.6517,,14.6517,0,1
279,25,intellectual,specific,interpretive,DEHUMIDIFIER,1,1,105.0512,10,0,0,0,,0,,,105.0512,,105.0512,0,1
279,25,intellectual,specific,interpretive,BEST DHUMIDIFIER,2,2,27.498,0,0,0,0,,0,,,27.498,,27.498,0,1
280,34,intellectual,specific,interpretive,Connecticut Fire Academy,1,3,22.1091,20,0,0,0,,0,,,22.1091,,22.1091,0,1
280,34,intellectual,specific,interpretive,Connecticut Fireman training,2,3,24.2458,0,0,0,0,,0,,,24.2458,,24.2458,0,1
280,34,intellectual,specific,interpretive,Connecticut Fireman,3,2,60.6975,0,0,0,0,,0,,,60.6975,,60.6975,0,1
281,3,intellectual,amorphous,exploratory,pros of getting a PhD in business,1,7,32.6314,0,0,0,0,,0,,,32.6314,,32.6314,0,1
281,3,intellectual,amorphous,exploratory,benefits of getting a PhD in business,2,7,18.7424,0,0,0,0,,0,,,18.7424,,18.7424,0,1
281,3,intellectual,amorphous,exploratory,PhD in business,3,3,34.5615,0,0,0,0,,0,,,34.5615,,34.5615,0,1
282,38,factual,specific,known-item,SUNY colleges,1,2,19.4273,0,0,0,0,,0,,,19.4273,,19.4273,0,1
282,38,factual,specific,known-item,list of SUNY colleges,2,4,103.065,10,1,0,0,80.1633,80.1633,,1,22.9017,0,80.1633,0,0.777793625
282,38,factual,specific,known-item,SUNY colleges athletic scholarships,3,4,26.6398,10,2,0,0,8.5962,17.1924,8,11,9.4474,0,17.1924,0,0.645365205
282,38,factual,specific,known-item,SUNY Plattsburgh athletics,4,3,25.9131,0,4,0,0,7.661175,30.6447,2.5,4,-4.7316,0,30.6447,0,1.182594904
282,38,factual,specific,known-item,SUNY Albany hospital location\,5,4,16.1227,0,0,0,0,,0,,,16.1227,,16.1227,0,1
282,38,factual,specific,known-item,SUNY Albany hospital location,6,4,33.648,10,4,0,0,15.128875,60.5155,,10,-26.8675,0,60.5155,0,1.79848728
282,38,factual,specific,known-item,SUNY Albany hospital address,7,4,29.3274,0,1,0,0,17.5208,17.5208,1,1,11.8066,0,17.5208,0,0.597420842
283,4,factual,specific,known-item,programs available to help quit smoking,1,6,73.8418,0,1,1,1,41.2457,41.2457,1,1,32.5961,1,41.2457,1,0.558568453
283,4,factual,specific,known-item,benefits of quitting smoking,2,4,24.838,0,0,0,0,,0,,,24.838,,24.838,0,1
283,4,factual,specific,known-item,hypnosis to quit smoking,3,4,25.4865,0,0,0,0,,0,,,25.4865,,25.4865,0,1
284,17,intellectual,amorphous,exploratory,symptoms of depression,1,3,116,0,2,0,0,52.5,105,2.5,3,11,0,105,0,0.905172414
284,17,intellectual,amorphous,exploratory,depression hotline,2,2,55,0,1,0,0,36,36,7,7,19,0,36,0,0.654545455
284,17,intellectual,amorphous,exploratory,help for depression,3,3,66,0,2,0,1,27.5,55,4.5,6,11,0.5,55,0,0.833333333
284,17,intellectual,amorphous,exploratory,medical help for depression,4,4,37,0,1,0,0,15,15,1,1,22,0,15,0,0.405405405
285,17,intellectual,amorphous,exploratory,depression,1,1,220.7359,0,0,0,0,,0,,,220.7359,,220.7359,0,1
285,17,intellectual,amorphous,exploratory,help someone with depression,2,4,6.9761,0,0,0,0,,0,,,6.9761,,6.9761,0,1
285,17,intellectual,amorphous,exploratory,help someone depression,3,3,14.9682,0,0,0,0,,0,,,14.9682,,14.9682,0,1
286,38,factual,specific,known-item,SUNY,1,1,35.9531,0,1,0,0,33.4372,33.4372,1,1,2.5159,0,33.4372,0,0.930022724
286,38,factual,specific,known-item,SUNY albany hospital,2,3,29.7262,0,1,0,0,25.9686,25.9686,2,2,3.7576,0,25.9686,0,0.873592992
286,38,factual,specific,known-item,SUNY plattsburg athletics,3,3,31.872,0,1,0,0,26.1021,26.1021,1,1,5.7699,0,26.1021,0,0.818966491
286,38,factual,specific,known-item,suny bioinformatics,4,2,22.7207,0,1,0,0,9.0881,9.0881,1,1,13.6326,0,9.0881,0,0.399992078
287,13,factual,amorphous,known-subject,france world cup reaction,1,4,21.5256,0,0,0,0,,0,,,21.5256,,21.5256,0,1
287,13,factual,amorphous,known-subject,france 1998 world cup win reactions,2,6,52.1766,0,1,0,0,44.1209,44.1209,2,2,8.0557,0,44.1209,0,0.845607035
287,13,factual,amorphous,known-subject,france 1998 world cup stock markets,3,6,35.8829,0,0,0,0,,0,,,35.8829,,35.8829,0,1
287,13,factual,amorphous,known-subject,french reaction to 1998 world cup win,4,7,35.0646,0,0,0,0,,0,,,35.0646,,35.0646,0,1
288,33,factual,amorphous,known-subject,glassblowing,1,1,77.3891,0,1,0,0,72.5244,72.5244,3,3,4.8647,0,72.5244,0,0.937139726
289,18,intellectual,amorphous,exploratory,pseudocyesis advances,1,2,21.6056,0,1,1,1,18.6383,18.6383,1,1,2.9673,1,18.6383,1,0.862660607
289,18,intellectual,amorphous,exploratory,pseudocyesis understanding,2,2,21.4506,0,0,0,0,,0,,,21.4506,,21.4506,0,1
289,18,intellectual,amorphous,exploratory,pseudocyesis cause,3,2,26.0658,0,1,1,1,22.5211,22.5211,5,5,3.5447,1,22.5211,5,0.864009545
289,18,intellectual,amorphous,exploratory,pseudocyesis knowledge,4,2,46.6528,0,1,0,1,32.628,32.628,,1,14.0248,1,32.628,0,0.699379244
290,22,intellectual,specific,interpretive,Effects of gun control,1,4,40.2239,0,1,0,0,19.5975,19.5975,2,2,20.6264,0,19.5975,0,0.48721034
290,22,intellectual,specific,interpretive,Pros and cons of gun control,2,6,34.2239,0,0,0,0,,0,,,34.2239,,34.2239,0,1
290,22,intellectual,specific,interpretive,Pros of gun control,3,4,63.2539,0,0,0,0,,0,,,63.2539,,63.2539,0,1
291,31,factual,specific,known-item,History of Churchill downs,1,4,14.5811,0,0,0,0,,0,,,14.5811,,14.5811,0,1
291,31,factual,specific,known-item,kentucky derby,2,2,24.8848,0,0,0,0,,0,,,24.8848,,24.8848,0,1
291,31,factual,specific,known-item,churchill downs seating,3,3,51.5462,0,0,0,0,,0,,,51.5462,,51.5462,0,1
291,31,factual,specific,known-item,Breeders Cup,4,2,20.3996,0,0,0,0,,0,,,20.3996,,20.3996,0,1
292,4,factual,specific,known-item,tips to quit smoking,1,4,182.4836,0,2,1,1,86.43205,172.8641,2,3,9.6195,0.5,172.8641,1,0.947285674
293,58,intellectual,specific,interpretive,high school peer and teacher evaluations,1,6,53.842,0,2,1,2,15.1027,30.2054,5.5,8,23.6366,1,30.2054,8,0.561000706
293,58,intellectual,specific,interpretive,high school peer and teacher evaluations pros cons,2,8,48.2615,0,0,0,0,,0,,,48.2615,,48.2615,0,1
293,58,intellectual,specific,interpretive,high school peer and teacher evaluations better,3,7,20.4457,0,0,0,0,,0,,,20.4457,,20.4457,0,1
293,58,intellectual,specific,interpretive,high school peer and teacher evaluations advantage,4,7,18.34,0,0,0,0,,0,,,18.34,,18.34,0,1
294,30,intellectual,specific,interpretive,kenya traditional cooking,1,3,7.291,0,0,0,0,,0,,,7.291,,7.291,0,1
294,30,intellectual,specific,interpretive,kenya cooking,2,2,9.1271,0,0,0,0,,0,,,9.1271,,9.1271,0,1
294,30,intellectual,specific,interpretive,kenya recipes,3,2,74.807,0,2,1,1,33.92355,67.8471,2.5,3,6.9599,0.5,67.8471,3,0.906961915
295,42,intellectual,amorphous,exploratory,collagen vascular disease,1,3,73.8515,0,5,1,4,13.78398,68.9199,,5,4.9316,0.8,68.9199,3,0.933222751
295,42,intellectual,amorphous,exploratory,collagen vascular disease sports,2,4,63.8604,10,2,1,2,5.86265,11.7253,,7,52.1351,1,11.7253,7,0.183608308
296,27,factual,specific,known-item,dehumidifier,1,1,32.1577,0,0,0,0,,0,,,32.1577,,32.1577,0,1
297,15,factual,specific,known-item,internet phone services USA,1,4,14.6614,0,0,0,0,,0,,,14.6614,,14.6614,0,1
297,15,factual,specific,known-item,Best internet phone services USA,2,5,66.7518,0,0,0,0,,0,,,66.7518,,66.7518,0,1
297,15,factual,specific,known-item,VOIP internet phone service providers USA,3,6,52.4694,0,0,0,0,,0,,,52.4694,,52.4694,0,1
297,15,factual,specific,known-item,best VOIP USA,4,3,10.6299,0,0,0,0,,0,,,10.6299,,10.6299,0,1
298,9,factual,amorphous,known-subject,bollywood and the government,1,4,40.457,0,0,0,0,,0,,,40.457,,40.457,0,1
298,9,factual,amorphous,known-subject,bollywood growth,2,2,11.7628,0,0,0,0,,0,,,11.7628,,11.7628,0,1
299,24,factual,specific,known-item,red bull us laws,1,4,7.279,0,0,0,0,,0,,,7.279,,7.279,0,1
299,24,factual,specific,known-item,red bull us legislation,2,4,12.0829,0,0,0,0,,0,,,12.0829,,12.0829,0,1
299,24,factual,specific,known-item,red bull us ban,3,4,17.3795,0,0,0,0,,0,,,17.3795,,17.3795,0,1
299,24,factual,specific,known-item,red bull side effects,4,4,7.303,0,0,0,0,,0,,,7.303,,7.303,0,1
299,24,factual,specific,known-item,red bull health,5,3,20.4952,0,0,0,0,,0,,,20.4952,,20.4952,0,1
299,24,factual,specific,known-item,red bull ingredients,6,3,12.9893,0,0,0,0,,0,,,12.9893,,12.9893,0,1
299,24,factual,specific,known-item,red bull problems,7,3,13.2743,0,0,0,0,,0,,,13.2743,,13.2743,0,1
299,24,factual,specific,known-item,red bull concerns,8,3,18.0265,0,0,0,0,,0,,,18.0265,,18.0265,0,1
299,24,factual,specific,known-item,red bull banned,9,3,6.9559,10,0,0,0,,0,,,6.9559,,6.9559,0,1
299,24,factual,specific,known-item,red bull risks,10,3,14.8591,0,0,0,0,,0,,,14.8591,,14.8591,0,1
300,41,factual,amorphous,known-subject,how to run a successful business,1,6,42,0,1,0,0,26,26,1,1,16,0,26,0,0.619047619
300,41,factual,amorphous,known-subject,be a successful business owner,2,5,18,0,0,0,0,,0,,,18,,18,0,1
300,41,factual,amorphous,known-subject,how to succeed owning a business,3,6,18,0,0,0,0,,0,,,18,,18,0,1
300,41,factual,amorphous,known-subject,smart business owners,4,3,19,0,0,0,0,,0,,,19,,19,0,1
300,41,factual,amorphous,known-subject,business owner how to,5,4,19,0,0,0,0,,0,,,19,,19,0,1
301,32,intellectual,amorphous,exploratory,best trips usa,1,3,19.2147,0,0,0,0,,0,,,19.2147,,19.2147,0,1
301,32,intellectual,amorphous,exploratory,usa adventure travel,2,3,17.0622,0,0,0,0,,0,,,17.0622,,17.0622,0,1
301,32,intellectual,amorphous,exploratory,usa travel,3,2,29.3636,0,1,0,0,24.6054,24.6054,1,1,4.7582,0,24.6054,0,0.837955836
