,SessionID,TopicNumber,TopicProduct,TopicGoal,TaskType,Query,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick,ReformulationTime
654,216,59,factual,amorphous,known-subject,Philadelphia what to do within 150 miles by train,1,9,43.8377,0,0,0,0,,0.0,,,43.8377,,43.8377,0,1,43.8377
655,216,59,factual,amorphous,known-subject,Things to do in philly within 150 miles,2,8,21.5773,0,0,0,0,,0.0,,,21.5773,,21.5773,0,1,21.5773
656,216,59,factual,amorphous,known-subject,Things to do in philadelphia,3,5,28.6361,0,2,0,0,8.27805,16.5561,2.5,3.0,12.08,0.0,16.5561,0,0.578154847,28.6361
657,217,28,intellectual,specific,interpretive,designer dogs,1,2,11.5564,0,0,0,0,,0.0,,,11.5564,,11.5564,0,1,11.5564
658,217,28,intellectual,specific,interpretive,designer dog breeding,2,3,54.8163,0,1,0,0,37.1211,37.1211,10.0,10.0,17.6952,0.0,37.1211,0,0.677190909,54.8163
659,217,28,intellectual,specific,interpretive,mixed dog breeds,3,3,18.8545,0,0,0,0,,0.0,,,18.8545,,18.8545,0,1,18.8545
660,218,57,intellectual,amorphous,exploratory,Lara Dutta,1,2,48.4393,0,0,0,0,,0.0,,,48.4393,,48.4393,0,1,48.4393
661,218,57,intellectual,amorphous,exploratory,Indian government Miss Universe,2,4,27.0675,0,0,0,0,,0.0,,,27.0675,,27.0675,0,1,27.0675
662,218,57,intellectual,amorphous,exploratory,Miss Universe,3,2,28.9775,0,0,0,0,,0.0,,,28.9775,,28.9775,0,1,28.9775
663,218,57,intellectual,amorphous,exploratory,Miss Universe 1194,4,3,5.376,0,0,0,0,,0.0,,,5.376,,5.376,0,1,5.376
664,218,57,intellectual,amorphous,exploratory,Miss Universe 1994,5,3,38.0098,0,0,0,0,,0.0,,,38.0098,,38.0098,0,1,38.0098
665,219,50,intellectual,specific,interpretive,countries affected by eurozone crisis,1,5,90.3886,0,2,0,1,41.55905,83.1181,5.0,8.0,7.2705,0.5,83.1181,0,0.919563972,90.3886
666,219,50,intellectual,specific,interpretive,austerity unemployment debt eurozone crisis,2,5,43.9223,0,2,0,0,14.96355,29.9271,2.5,3.0,13.9952,0.0,29.9271,0,0.681364592,43.9223
667,219,50,intellectual,specific,interpretive,effects of eurozone crisis,3,4,11.4577,0,0,0,0,,0.0,,,11.4577,,11.4577,0,1,11.4577
668,220,46,intellectual,amorphous,exploratory,women employees and minority employees,1,5,49.7092,0,1,0,0,31.6433,31.6433,4.0,4.0,18.0659,0.0,31.6433,0,0.636568281,49.7092
669,220,46,intellectual,amorphous,exploratory,women minority employees percantge,2,4,5.9737,0,0,0,0,,0.0,,,5.9737,,5.9737,0,1,5.9737
670,220,46,intellectual,amorphous,exploratory,women minority employees percentage,3,4,10.6813,0,0,0,0,,0.0,,,10.6813,,10.6813,0,1,10.6813
671,220,46,intellectual,amorphous,exploratory,women and minority employees percentage,4,5,49.9288,0,2,0,0,18.52845,37.0569,7.0,10.0,12.8719,0.0,37.0569,0,0.742194886,49.9288
672,220,46,intellectual,amorphous,exploratory,women and minority employees policies,5,5,103.2456,0,4,0,1,23.367525,93.4701,2.5,4.0,9.7755,0.25,93.4701,0,0.905317999,103.2456
673,221,38,factual,specific,known-item,Suny colleges that offer scholarships,1,5,42.4657,0,2,0,0,17.16525,34.3305,6.5,7.0,8.1352,0.0,34.3305,0,0.80842892,42.4657
674,221,38,factual,specific,known-item,WHere is Suny Lbany Hospital located,2,6,9.9297,0,0,0,0,,0.0,,,9.9297,,9.9297,0,1,9.9297
675,221,38,factual,specific,known-item,WHere is Suny Albany Hospital located,3,6,40.5005,0,2,0,0,16.851,33.702,3.0,5.0,6.7985,0.0,33.702,0,0.832137875,40.5005
676,221,38,factual,specific,known-item,Suny Plattsburgh athletics,4,3,31.2834,0,2,0,0,14.2162,28.4324,1.5,2.0,2.8510000000000004,0.0,28.4324,0,0.908865405,31.2834
677,222,4,factual,specific,known-item,How to quit somking,1,4,9.2747,0,0,0,0,,0.0,,,9.2747,,9.2747,0,1,9.2747
678,222,4,factual,specific,known-item,How to quit smoking,2,4,28.5176,0,0,0,0,,0.0,,,28.5176,,28.5176,0,1,28.5176
679,222,4,factual,specific,known-item,health benefits of quitting smoking,3,5,25.7598,0,0,0,0,,0.0,,,25.7598,,25.7598,0,1,25.7598
680,222,4,factual,specific,known-item,stop smoking help,4,3,12.0864,0,0,0,0,,0.0,,,12.0864,,12.0864,0,1,12.0864
681,222,4,factual,specific,known-item,hypnosis for smoking cesation,5,4,33.611,0,0,0,0,,0.0,,,33.611,,33.611,0,1,33.611
682,222,4,factual,specific,known-item,quit smoking cold turkey,6,4,46.0984,0,0,0,0,,0.0,,,46.0984,,46.0984,0,1,46.0984
683,223,21,factual,amorphous,known-subject,Hydropower,1,1,111.7223,0,0,0,0,,0.0,,,111.7223,,111.7223,0,1,111.7223
684,224,8,factual,specific,known-item,News + Russian submarine Kursk sinking,1,6,82.6757,0,0,0,0,,0.0,,,82.6757,,82.6757,0,1,82.6757
685,224,8,factual,specific,known-item,How many crewmen were lost in Russian submarine Kursk sinking,2,10,47.8098,0,0,0,0,,0.0,,,47.8098,,47.8098,0,1,47.8098
686,224,8,factual,specific,known-item,Russian submarine Kursk sinking,3,4,16.0914,0,0,0,0,,0.0,,,16.0914,,16.0914,0,1,16.0914
687,225,12,intellectual,amorphous,exploratory,wedding traditions around the world,1,5,42.4239,0,1,0,0,37.178000000000004,37.178000000000004,1.0,1.0,5.2459,0.0,37.178000000000004,0,0.876345645,42.4239
688,225,12,intellectual,amorphous,exploratory,shinto wedding,2,2,8.7893,0,0,0,0,,0.0,,,8.7893,,8.7893,0,1,8.7893
689,225,12,intellectual,amorphous,exploratory,shinto wedding informaton,3,3,6.1801,0,0,0,0,,0.0,,,6.1801,,6.1801,0,1,6.1801
690,225,12,intellectual,amorphous,exploratory,shinto wedding information,4,3,15.3029,0,0,0,0,,0.0,,,15.3029,,15.3029,0,1,15.3029
691,225,12,intellectual,amorphous,exploratory,marriage in japan,5,3,19.0854,0,0,0,0,,0.0,,,19.0854,,19.0854,0,1,19.0854
692,225,12,intellectual,amorphous,exploratory,marriage around the world,6,4,17.4038,0,0,0,0,,0.0,,,17.4038,,17.4038,0,1,17.4038
693,225,12,intellectual,amorphous,exploratory,wikipedia wedding,7,2,45.3135,0,0,0,0,,0.0,,,45.3135,,45.3135,0,1,45.3135
694,226,22,intellectual,specific,interpretive,how gun control has effected gun violence,1,7,155.6869,0,2,0,1,16.09325,32.1865,2.5,4.0,123.5004,0.5,32.1865,0,0.206738653,155.6869
695,227,38,factual,specific,known-item,Suny Albany location,1,3,56.36,0,2,0,0,18.21025,36.4205,1.5,2.0,19.9395,0.0,36.4205,0,0.646211852,56.36
696,227,38,factual,specific,known-item,Suny Colleges,2,2,34.7442,0,2,0,0,16.3819,32.7638,1.5,2.0,1.9804,0.0,32.7638,0,0.943000558,34.7442
697,227,38,factual,specific,known-item,Suny college bioinformatics degree,3,4,27.8647,0,1,0,0,22.6613,22.6613,1.0,1.0,5.2034,0.0,22.6613,0,0.813261941,27.8647
698,228,29,factual,specific,known-item,Bollywood located,1,2,76.121,0,0,0,0,,0.0,,,76.12100000000001,,76.12100000000001,0,1,76.121
699,229,4,factual,specific,known-item,quit smoking,1,2,52.6197,0,2,2,2,24.8034,49.6068,1.5,2.0,3.0129,1.0,49.6068,1,0.942741977,52.6197
700,229,4,factual,specific,known-item,quit smoking hypnosis,2,3,33.3285,0,1,0,0,11.5949,11.5949,1.0,1.0,21.7336,0.0,11.5949,0,0.347897445,33.3285
701,230,40,factual,amorphous,known-subject,milestones children east asia,1,4,21.1238,0,3,0,0,4.9457,14.8371,3.0,5.0,6.2867,0.0,14.8371,0,0.702387828,21.1238
702,230,40,factual,amorphous,known-subject,developmental  milestones children east asia,2,5,28.7979,0,2,0,0,10.0206,20.0412,2.0,3.0,8.7567,0.0,20.0412,0,0.695925745,28.7979
703,230,40,factual,amorphous,known-subject,infants  east asia,3,3,73.828,0,1,0,0,65.3964,65.3964,1.0,1.0,8.4316,0.0,65.3964,0,0.885794008,73.828
704,231,20,intellectual,amorphous,exploratory,How to keep the sun off the roof to keep AC bills down,1,13,31.1627,0,0,0,0,,0.0,,,31.1627,,31.1627,0,1,31.1627
705,231,20,intellectual,amorphous,exploratory,How to keep AC use down,2,6,17.2306,0,0,0,0,,0.0,,,17.2306,,17.2306,0,1,17.2306
706,232,56,factual,amorphous,known-subject,pocono mountains,1,2,23.0,0,1,0,0,19.0,19.0,3.0,3.0,4.0,0.0,19.0,0,0.826086957,23.0
707,232,56,factual,amorphous,known-subject,mountains,2,1,75.0,0,0,0,0,,0.0,,,75.0,,75.0,0,1,75.0
708,233,44,intellectual,specific,interpretive,how to choose an internet phone service,1,7,33.5929,0,0,0,0,,0.0,,,33.5929,,33.5929,0,1,33.5929
709,233,44,intellectual,specific,interpretive,comparing internet phone service,2,4,18.7198,0,0,0,0,,0.0,,,18.7198,,18.7198,0,1,18.7198
710,233,44,intellectual,specific,interpretive,selecting internet phone service,3,4,52.6,0,0,0,0,,0.0,,,52.6,,52.6,0,1,52.6
711,234,3,intellectual,amorphous,exploratory,PhD in business advantages,1,4,34.0288,0,0,0,0,,0.0,,,34.0288,,34.0288,0,1,34.0288
712,234,3,intellectual,amorphous,exploratory,PhD in business,2,3,55.0936,0,1,0,0,48.1079,48.1079,2.0,2.0,6.9857,0.0,48.1079,0,0.873203058,55.0936
713,234,3,intellectual,amorphous,exploratory,PhD in business use,3,4,34.4943,0,0,0,0,,0.0,,,34.4943,,34.4943,0,1,34.4943
714,234,3,intellectual,amorphous,exploratory,doctarate in business,4,3,13.0527,0,0,0,0,,0.0,,,13.0527,,13.0527,0,1,13.0527
715,235,3,intellectual,amorphous,exploratory,benefits of having a PhD in business,1,7,24.7056,0,0,0,0,,0.0,,,24.7056,,24.7056,0,1,24.7056
716,235,3,intellectual,amorphous,exploratory,PhD in business helpful,2,4,26.0603,0,0,0,0,,0.0,,,26.0603,,26.0603,0,1,26.0603
717,235,3,intellectual,amorphous,exploratory,PhD in business worth it,3,5,29.0274,0,0,0,0,,0.0,,,29.0274,,29.0274,0,1,29.0274
718,235,3,intellectual,amorphous,exploratory,benefits of having advanced education in business,4,7,28.3042,0,0,0,0,,0.0,,,28.3042,,28.3042,0,1,28.3042
719,235,3,intellectual,amorphous,exploratory,Business PhD benefits,5,3,26.1182,10,1,0,0,13.3249,13.3249,,1.0,23.7269,0.0,13.3249,0,0.359628952,26.1182
720,236,9,factual,amorphous,known-subject,bollywood mumbai,1,2,30.8462,0,1,0,0,25.4698,25.4698,5.0,5.0,5.3764,0.0,25.4698,0,0.825703004,30.8462
721,236,9,factual,amorphous,known-subject,bollywood mumbai government,2,3,99.1069,0,2,0,0,42.69505,85.3901,9.5,10.0,13.7168,0.0,85.3901,0,0.861595913,99.1069
722,237,38,factual,specific,known-item,apply for a State University of New York,1,8,10.3363,0,1,0,0,-1.6737,-1.6737,1.0,1.0,12.01,0.0,-1.6737,0,-0.16192448,10.3363
723,237,38,factual,specific,known-item,apply for a State University of New York college,2,9,148.3521,0,0,0,0,,0.0,,,148.3521,,148.3521,0,1,148.3521
724,237,38,factual,specific,known-item,SUNY Albany hospital,3,3,9.5841,0,1,0,0,5.8164,5.8164,2.0,2.0,3.7677,0.0,5.8164,0,0.606880145,9.5841
725,238,17,intellectual,amorphous,exploratory,DEPRESSION SYMPTONS,1,2,59.4651,0,2,0,0,27.69215,55.3843,2.0,3.0,4.0808,0.0,55.3843,0,0.931374874,59.4651
726,238,17,intellectual,amorphous,exploratory,DEPRESSION,2,1,100.5287,0,2,0,0,45.87365,91.7473,4.5,5.0,8.7814,0.0,91.7473,0,0.912647831,100.5287
727,238,17,intellectual,amorphous,exploratory,symptoms depression,3,2,8.6057,0,0,0,0,,0.0,,,8.6057,,8.6057,0,1,8.6057
728,239,12,intellectual,amorphous,exploratory,wedding,1,1,23.766,0,0,0,0,,0.0,,,23.766,,23.766,0,1,23.766
729,240,10,intellectual,amorphous,exploratory,benefits of junk food tax,1,5,73.6793,0,0,0,0,,0.0,,,73.6793,,73.6793,0,1,73.6793
730,240,10,intellectual,amorphous,exploratory,junk food in public schools,2,5,19.6568,0,0,0,0,,0.0,,,19.6568,,19.6568,0,1,19.6568
731,240,10,intellectual,amorphous,exploratory,reasons to ban vending machines,3,5,18.3821,0,0,0,0,,0.0,,,18.3821,,18.3821,0,1,18.3821
732,240,10,intellectual,amorphous,exploratory,school snack ban,4,3,20.9736,0,0,0,0,,0.0,,,20.9736,,20.9736,0,1,20.9736
733,240,10,intellectual,amorphous,exploratory,health effects of junk food,5,5,20.7851,0,0,0,0,,0.0,,,20.7851,,20.7851,0,1,20.7851
734,241,32,intellectual,amorphous,exploratory,Best United States Vacation Cities,1,5,35.7346,0,0,0,0,,0.0,,,35.7346,,35.7346,0,1,35.7346
735,241,32,intellectual,amorphous,exploratory,US Vacation cities,2,3,31.5483,0,0,0,0,,0.0,,,31.5483,,31.5483,0,1,31.5483
736,241,32,intellectual,amorphous,exploratory,Beach Vacation United States,3,4,18.7167,0,0,0,0,,0.0,,,18.7167,,18.7167,0,1,18.7167
737,242,59,factual,amorphous,known-subject,attractions philadelphia,1,2,62.3578,0,7,0,0,8.4468,59.1276,4.285714286,9.0,3.2302,0.0,59.1276,0,0.948198942,62.3578
738,242,59,factual,amorphous,known-subject,historic sites philadelphia,2,3,6.23,0,0,0,0,,0.0,,,6.23,,6.23,0,1,6.23
739,242,59,factual,amorphous,known-subject,historic sites philadelphia 150 miles,3,5,25.0474,0,2,0,0,6.9068,13.8136,4.0,5.0,11.2338,0.0,13.8136,0,0.551498359,25.0474
740,242,59,factual,amorphous,known-subject,philadelphia zoo,4,2,27.517,0,1,0,0,19.878,19.878,1.0,1.0,7.638999999999999,0.0,19.878,0,0.722389795,27.517
741,242,59,factual,amorphous,known-subject,philadelphia historical site,5,3,20.7275,0,1,0,0,13.7432,13.7432,2.0,2.0,6.9843,0.0,13.7432,0,0.663041853,20.7275
742,242,59,factual,amorphous,known-subject,philadelphia capital,6,2,9.8354,0,0,0,0,,0.0,,,9.8354,,9.8354,0,1,9.8354
743,242,59,factual,amorphous,known-subject,philadelphia attraction,7,2,5.2337,0,0,0,0,,0.0,,,5.2337,,5.2337,0,1,5.2337
744,242,59,factual,amorphous,known-subject,philadelphia attraction train,8,3,22.5556,0,2,0,0,8.43505,16.8701,5.0,8.0,5.6855,0.0,16.8701,0,0.747933994,22.5556
745,243,29,factual,specific,known-item,bollywood,1,1,80.9329,0,3,0,0,25.74293333,77.2288,4.0,6.0,3.7041,0.0,77.2288,0,0.954232457,80.9329
746,243,29,factual,specific,known-item,bollywood history,2,2,70.7656,0,3,0,0,7.426666667,22.28,4.333333333,9.0,48.4856,0.0,22.28,0,0.31484224,70.7656
747,244,31,factual,specific,known-item,racing schedule at churchill downs,1,5,45.6302,0,1,0,0,34.2257,34.2257,4.0,4.0,11.4045,0.0,34.2257,0,0.750066842,45.6302
748,244,31,factual,specific,known-item,churchill downs seating chart,2,4,27.5526,0,1,1,1,23.654,23.654,1.0,1.0,3.8986,1.0,23.654,1,0.858503372,27.5526
749,244,31,factual,specific,known-item,churchill downs breeders cup,3,4,29.7303,0,1,1,1,23.6503,23.6503,2.0,2.0,6.08,1.0,23.6503,2,0.795494832,29.7303
750,244,31,factual,specific,known-item,churchill downs kentucky derby museum,4,5,48.2833,0,2,1,1,22.95265,45.9053,2.0,3.0,2.378,0.5,45.9053,1,0.950749017,48.2833
751,245,1,factual,amorphous,known-subject,traditional Swahili dish,1,3,77.7372,0,0,0,0,,0.0,,,77.7372,,77.7372,0,1,77.7372
752,246,24,factual,specific,known-item,Red bull side effects,1,4,61.4199,0,2,0,2,28.09335,56.1867,1.5,2.0,5.2332,1.0,56.1867,0,0.914796345,61.4199
753,246,24,factual,specific,known-item,Red bull bad ingredients,2,4,11.8993,0,0,0,0,,0.0,,,11.8993,,11.8993,0,1,11.8993
754,246,24,factual,specific,known-item,Red bull ban,3,3,15.9521,0,0,0,0,,0.0,,,15.9521,,15.9521,0,1,15.9521
755,246,24,factual,specific,known-item,Red bull health concerns,4,4,30.5321,0,1,0,0,22.9258,22.9258,1.0,1.0,7.6063,0.0,22.9258,0,0.750875308,30.5321
756,247,59,factual,amorphous,known-subject,trip philadelphia,1,2,32.7331,0,1,0,0,14.9024,14.9024,,1.0,17.8307,0.0,14.9024,0,0.455270048,32.7331
757,247,59,factual,amorphous,known-subject,trip philadelphia train,2,3,58.091,0,0,0,0,,0.0,,,23.5765,,23.5765,0,1,58.091
758,247,59,factual,amorphous,known-subject,philadelphia  locations within 150 miles,3,5,15.4668,0,0,0,0,,0.0,,,34.5145,,34.5145,0,1,15.4668
759,247,59,factual,amorphous,known-subject,philadelphia  locations,4,2,12.2643,0,0,0,0,,0.0,,,12.2643,,12.2643,0,1,12.2643
760,248,6,factual,amorphous,known-subject,swahili food,1,2,55.1189,0,2,0,0,25.17385,50.3477,2.5,3.0,4.7712,0.0,50.3477,0,0.91343804,55.1189
761,248,6,factual,amorphous,known-subject,swahili mutton,2,2,18.984,0,1,0,0,14.032,14.032,2.0,2.0,4.952,0.0,14.032,0,0.739148757,18.984
762,248,6,factual,amorphous,known-subject,swahili mishkaki,3,2,11.9707,0,0,0,0,,0.0,,,11.9707,,11.9707,0,1,11.9707
763,249,29,factual,specific,known-item,Bollywood,1,1,5.8945,0,0,0,0,,0.0,,,5.8945,,5.8945,0,1,5.8945
764,249,29,factual,specific,known-item,Bollywood origins,2,2,9.3994,0,0,0,0,,0.0,,,9.3994,,9.3994,0,1,9.3994
765,249,29,factual,specific,known-item,history of bollywood,3,3,47.9779,0,1,0,0,39.8901,39.8901,1.0,1.0,8.0878,0.0,39.8901,0,0.831426553,47.9779
766,249,29,factual,specific,known-item,bollywood awards,4,2,16.7094,0,0,0,0,,0.0,,,16.7094,,16.7094,0,1,16.7094
767,250,7,intellectual,amorphous,exploratory,how russian politics sunk the kursk,1,6,39.8215,20,0,0,0,,0.0,,,67.2411,,67.2411,0,1,39.82149999999999
768,251,27,factual,specific,known-item,dehumidifier specs,1,2,16.0564,0,0,0,0,,0.0,,,16.0564,,16.0564,0,1,16.0564
769,251,27,factual,specific,known-item,dehumidifier buying guide,2,3,95.5336,0,1,1,1,61.208,61.208,1.0,1.0,34.3256,1.0,61.208,1,0.640696048,95.5336
770,251,27,factual,specific,known-item,dehumidifier feature,3,2,15.827,0,0,0,0,,0.0,,,15.827,,15.827,0,1,15.827
771,252,53,intellectual,specific,interpretive,403(b),1,1,117.8241,0,2,0,1,57.6934,115.3868,1.5,2.0,2.4373,0.5,115.3868,0,0.979314079,117.8241
772,253,26,intellectual,amorphous,exploratory,destination vacations,1,2,54.4256,0,2,0,0,23.24815,46.4963,3.0,4.0,7.9293,0.0,46.4963,0,0.854309369,54.4256
773,253,26,intellectual,amorphous,exploratory,vacation comparisons,2,2,64.3889,0,2,0,0,28.57795,57.1559,4.5,8.0,7.233,0.0,57.1559,0,0.887666974,64.3889
774,254,26,intellectual,amorphous,exploratory,lake tahoe vacation,1,3,91.4911,0,1,0,0,22.3022,22.3022,7.0,7.0,69.1889,0.0,22.3022,0,0.243763601,91.4911
775,254,26,intellectual,amorphous,exploratory,lake tahoe vacation package,2,4,40.2774,0,1,0,0,25.8357,25.8357,10.0,10.0,14.4417,0.0,25.8357,0,0.641444085,40.2774
776,254,26,intellectual,amorphous,exploratory,lake tahoe hotels,3,3,39.2556,0,1,0,0,31.3231,31.3231,3.0,3.0,7.9325,0.0,31.3231,0,0.79792692,39.2556
777,255,37,factual,specific,known-item,silicone roof coating,1,3,16.0157,0,1,1,1,7.5509,7.5509,3.0,3.0,8.4648,1.0,7.5509,3,0.471468621,16.0157
778,256,11,intellectual,specific,interpretive,Do infants age 0-12 months experience different developmental milestones depending on culture?,1,12,50.3085,0,0,0,0,,0.0,,,50.3085,,50.3085,0,1,50.3085
779,256,11,intellectual,specific,interpretive,developmental milestones of an infant,2,5,54.4038,0,0,0,0,,0.0,,,54.4038,,54.4038,0,1,54.4038
780,257,12,intellectual,amorphous,exploratory,ethnic weddings,1,2,13.4193,0,0,0,0,,0.0,,,13.4193,,13.4193,0,1,13.4193
781,257,12,intellectual,amorphous,exploratory,weddings in other cultures,2,4,12.8946,0,0,0,0,,0.0,,,12.8946,,12.8946,0,1,12.8946
782,258,22,intellectual,specific,interpretive,gun bans,1,2,27.5275,0,0,0,0,,0.0,,,27.5275,,27.5275,0,1,27.5275
783,258,22,intellectual,specific,interpretive,gun control effects,2,3,113.882,0,0,0,0,,0.0,,,113.882,,113.882,0,1,113.882
784,259,50,intellectual,specific,interpretive,Eurozone crisis GDP,1,3,38.39,0,2,0,0,15.761,31.522,3.5,4.0,6.867999999999999,0.0,31.522,0,0.821099245,38.39
785,259,50,intellectual,specific,interpretive,Eurozone crisis GDP public debt,2,5,117.51,0,5,0,1,21.745420000000003,108.7271,3.4,6.0,8.7829,0.2,108.7271,0,0.925258276,117.51
786,260,4,factual,specific,known-item,quit smoking programs,1,3,54.802,0,2,0,0,24.9929,49.9858,2.5,4.0,4.8162,0.0,49.9858,0,0.912116346,54.802
787,260,4,factual,specific,known-item,quit smoking benefits,2,3,36.5026,0,1,0,1,32.674,32.674,2.0,2.0,3.8286,1.0,32.674,0,0.895114321,36.5026
788,261,34,intellectual,specific,interpretive,"Connecticut Fire Academy,",1,3,22.2618,0,0,0,0,,0.0,,,22.2618,,22.2618,0,1,22.2618
789,261,34,intellectual,specific,interpretive,Connecticut Fire Academy training,2,4,16.304,0,0,0,0,,0.0,,,16.304000000000002,,16.304000000000002,0,1,16.304
790,261,34,intellectual,specific,interpretive,fireman traing,3,2,5.8237,0,0,0,0,,0.0,,,5.8237,,5.8237,0,1,5.8237
791,261,34,intellectual,specific,interpretive,fireman training,4,2,48.6443,0,0,0,0,,0.0,,,48.6443,,48.6443,0,1,48.6443
792,261,34,intellectual,specific,interpretive,"Connecticut Fire Academy, training schedule",5,5,51.2211,0,0,0,0,,0.0,,,45.06100000000001,,45.06100000000001,0,1,51.2211
793,261,34,intellectual,specific,interpretive,quiz for fireman,6,3,6.1091,0,0,0,0,,0.0,,,6.1601,,6.1601,0,1,6.1091
794,261,34,intellectual,specific,interpretive,quiz for fireman skills,7,4,10.6555,0,0,0,0,,0.0,,,6.1091,,6.1091,0,1,10.6555
795,261,34,intellectual,specific,interpretive,fireman salary,8,2,8.8738,0,0,0,0,,0.0,,,8.8738,,8.8738,0,1,8.8738
796,262,57,intellectual,amorphous,exploratory,Indian policies in beauty pageants,1,5,34.5179,0,0,0,0,,0.0,,,34.5179,,34.5179,0,1,34.5179
797,262,57,intellectual,amorphous,exploratory,Indian beauty pageant winners,2,4,74.9955,0,0,0,0,,0.0,,,74.9955,,74.9955,0,1,74.9955
798,263,19,intellectual,amorphous,exploratory,Pocono Mountain,1,2,22.0931,0,1,0,0,7.0039,7.0039,1.0,1.0,15.0892,0.0,7.0039,0,0.31701753,22.0931
799,263,19,intellectual,amorphous,exploratory,Pocono Mountains,2,2,48.1923,0,1,0,0,45.71,45.71,4.0,4.0,2.4823,0.0,45.71,0,0.948491772,48.1923
800,263,19,intellectual,amorphous,exploratory,directions from OKC to the pocono mountains,3,7,14.0566,0,0,0,0,,0.0,,,14.0566,,14.0566,0,1,14.0566
801,263,19,intellectual,amorphous,exploratory,maps,4,1,52.6826,0,0,0,0,,0.0,,,52.6826,,52.6826,0,1,52.6826
802,263,19,intellectual,amorphous,exploratory,airfare pocono mountains,5,3,14.8519,0,0,0,0,,0.0,,,14.8519,,14.8519,0,1,14.8519
803,263,19,intellectual,amorphous,exploratory,hotels pocono mountains,6,3,21.2712,0,0,0,0,,0.0,,,21.2712,,21.2712,0,1,21.2712
804,264,10,intellectual,amorphous,exploratory,taxing high calorie snacks,1,4,17.5455,0,0,0,0,,0.0,,,17.5455,,17.5455,0,1,17.5455
805,264,10,intellectual,amorphous,exploratory,taxes on junk food,2,4,116.0223,0,3,0,3,28.99173333,86.9752,3.666666667,7.0,29.0471,1.0,86.9752,0,0.749642095,116.0223
806,265,37,factual,specific,known-item,silicone roof coating,1,3,17.5587,0,0,0,0,,0.0,,,17.5587,,17.5587,0,1,17.5587
807,265,37,factual,specific,known-item,best material for silicone roof coating,2,6,23.3265,0,0,0,0,,0.0,,,23.3265,,23.3265,0,1,23.3265
808,265,37,factual,specific,known-item,silicone roof coating purpose,3,4,21.3913,0,0,0,0,,0.0,,,21.3913,,21.3913,0,1,21.3913
809,265,37,factual,specific,known-item,silicone roof coating material,4,4,15.6074,0,0,0,0,,0.0,,,15.6074,,15.6074,0,1,15.6074
810,265,37,factual,specific,known-item,silicone roof coating material uses,5,5,30.3729,0,0,0,0,,0.0,,,30.3729,,30.3729,0,1,30.3729
811,265,37,factual,specific,known-item,silicone roof coating material solutions,6,5,16.9271,0,0,0,0,,0.0,,,16.9271,,16.9271,0,1,16.9271
812,265,37,factual,specific,known-item,silicone roof coating  solutions,7,4,29.9385,0,0,0,0,,0.0,,,29.9385,,29.9385,0,1,29.9385
813,266,42,intellectual,amorphous,exploratory,collagen vascular disease,1,3,12.4639,0,0,0,0,,0.0,,,12.4639,,12.4639,0,1,12.4639
814,266,42,intellectual,amorphous,exploratory,collagen vascular disease wikipedia,2,4,34.4423,0,0,0,0,,0.0,,,34.4423,,34.4423,0,1,34.4423
815,266,42,intellectual,amorphous,exploratory,collagen vascular disease treatment,3,4,35.0809,0,0,0,0,,0.0,,,35.0809,,35.0809,0,1,35.0809
816,266,42,intellectual,amorphous,exploratory,collagen vascular disease and playing sports,4,6,35.1462,0,0,0,0,,0.0,,,35.1462,,35.1462,0,1,35.1462
817,267,20,intellectual,amorphous,exploratory,HOW TO REDUCE ROOM TEMPARATURE WITH OUT AIR CONDITIONER,1,9,64.7921,0,0,0,0,,0.0,,,64.7921,,64.7921,0,1,64.7921
818,268,56,factual,amorphous,known-subject,pocono mountain features,1,3,33.362,0,1,0,1,16.5814,16.5814,8.0,8.0,16.7806,1.0,16.5814,0,0.497014567,33.362
819,268,56,factual,amorphous,known-subject,pocono mountain parks,2,3,16.1418,0,0,0,0,,0.0,,,16.1418,,16.1418,0,1,16.1418
820,268,56,factual,amorphous,known-subject,pocono mountain attractions,3,3,75.7281,0,2,1,1,35.66565,71.3313,4.5,7.0,4.3968,0.5,71.3313,7,0.94193965,75.7281
821,268,56,factual,amorphous,known-subject,pocono mountain society,4,3,65.5894,0,2,0,1,28.17665,56.3533,3.0,5.0,9.2361,0.5,56.3533,0,0.859183039,65.5894
822,269,56,factual,amorphous,known-subject,pocono,1,1,4.0768,0,0,0,0,,0.0,,,4.0768,,4.0768,0,1,4.0768
823,269,56,factual,amorphous,known-subject,pocono mountains,2,2,7.4207,0,0,0,0,,0.0,,,7.4207,,7.4207,0,1,7.4207
824,269,56,factual,amorphous,known-subject,pocono mountain range,3,3,8.9682,0,0,0,0,,0.0,,,8.9682,,8.9682,0,1,8.9682
825,269,56,factual,amorphous,known-subject,pocono mountains activities,4,3,29.3853,10,2,0,0,10.37985,20.7597,,9.0,8.6256,0.0,20.7597,0,0.706465478,29.385299999999997
826,269,56,factual,amorphous,known-subject,pocono mountains shopping,5,3,36.3354,20,1,0,0,28.5504,28.5504,,5.0,29.1541,0.0,28.5504,0,0.494769039,36.33539999999999
